train/JPEGImages/Med_Ms_p0134_M_8_rgb_extracted.jpg,14,21,30,40,C
train/JPEGImages/Med_Ms_p0134_M_8_rgb_extracted.jpg,33,19,48,41,E
train/JPEGImages/Med_Ms_p0134_M_8_rgb_extracted.jpg,73,17,89,40,E
train/JPEGImages/Med_Ms_p0134_M_8_rgb_extracted.jpg,89,18,106,41,F
train/JPEGImages/Med_Ms_p0134_M_8_rgb_extracted.jpg,108,28,125,43,equal
train/JPEGImages/Med_Ms_p0134_M_8_rgb_extracted.jpg,133,21,147,42,C
train/JPEGImages/Med_Ms_p0134_M_8_rgb_extracted.jpg,149,17,166,41,F
train/JPEGImages/Med_Ms_p0235_M_4_rgb_extracted.jpg,15,19,36,47,D
train/JPEGImages/Med_Ms_p0235_M_4_rgb_extracted.jpg,36,19,55,43,B
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,34,15,52,42,A
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,52,16,68,41,B
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,91,23,132,40,equal
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,164,19,180,35,c
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,34,48,50,71,A
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,50,48,64,68,C
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,89,51,120,68,equal
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,164,35,181,63,d
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,91,78,116,91,equal
train/JPEGImages/Med_Ms_p0092_M_5_rgb_extracted.jpg,149,73,178,91,x
train/JPEGImages/Med_Ms_p0184_M_14_rgb_extracted.jpg,10,11,28,34,G
train/JPEGImages/Med_Ms_p0184_M_14_rgb_extracted.jpg,29,6,44,26,E
train/JPEGImages/Med_Ms_p0184_M_14_rgb_extracted.jpg,45,10,58,32,q
train/JPEGImages/Med_Ms_p0184_M_14_rgb_extracted.jpg,59,16,64,23,dot
train/JPEGImages/Med_Ms_p0074_M_2_rgb_extracted.jpg,23,19,36,40,F
train/JPEGImages/Med_Ms_p0074_M_2_rgb_extracted.jpg,37,20,55,40,E
train/JPEGImages/Med_Ms_p0074_M_2_rgb_extracted.jpg,109,18,124,43,A
train/JPEGImages/Med_Ms_p0074_M_2_rgb_extracted.jpg,57,28,79,37,equal
train/JPEGImages/Med_Ms_p0074_M_2_rgb_extracted.jpg,126,18,142,41,F
train/JPEGImages/Med_Ms_p0074_M_2_rgb_extracted.jpg,145,28,161,37,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,58,147,74,166,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,140,196,154,214,D
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,199,201,210,223,F
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,208,284,220,311,H
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,289,217,302,237,F
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,316,219,331,241,y
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,324,194,340,214,x
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,297,192,310,210,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,311,200,324,209,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,281,192,297,212,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,363,186,379,209,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,380,185,392,206,B
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,402,183,413,212,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,412,182,427,211,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,410,156,429,175,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,432,155,445,175,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,392,163,404,173,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,380,155,390,175,F
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,366,155,380,178,D
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,245,162,256,181,D
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,230,160,243,181,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,53,206,68,227,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,111,198,120,223,i
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,49,284,63,305,B
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,156,291,171,309,C
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,275,286,287,311,G
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,330,255,345,275,F
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,343,255,356,277,D
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,355,260,371,274,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,371,260,394,279,y
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,396,217,417,234,x
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,365,214,380,231,a
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,539,183,553,201,D
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,648,153,665,175,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,666,153,676,173,F
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,676,155,689,179,G
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,729,13,745,34,y
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,720,14,730,24,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,704,6,712,25,I
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,690,4,704,28,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,622,13,642,36,x
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,610,16,622,27,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,590,6,604,31,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,574,8,591,29,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,560,41,566,61,I
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,546,42,560,66,G
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,523,42,535,63,C
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,512,39,523,65,B
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,472,43,486,65,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,454,42,471,66,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,430,42,442,68,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,413,41,430,65,D
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,417,73,430,88,a
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,446,71,472,89,x
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,505,63,518,86,b
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,478,73,495,86,double_colon
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,493,48,504,63,double_colon
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,645,86,656,109,b
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,624,97,640,109,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,605,93,620,113,a
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,556,91,565,111,B
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,542,90,554,114,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,522,96,539,115,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,508,91,520,111,C
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,496,91,508,112,B
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,374,127,392,147,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,392,124,404,148,B
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,404,127,415,146,C
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,417,126,433,146,D
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,445,124,458,144,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,494,132,508,145,a
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,481,134,492,145,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,467,132,476,145,e
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,527,124,540,145,B
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,541,129,553,143,C
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,553,134,569,147,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,569,120,581,148,b
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,523,183,538,204,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,489,250,505,273,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,504,249,518,273,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,531,255,547,275,x
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,517,259,530,272,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,432,269,448,280,a
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,800,204,817,227,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,817,205,830,230,D
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,872,227,887,239,a
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,865,265,881,276,a
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,630,255,646,273,x
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,602,252,620,275,y
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,253,83,263,101,b
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,334,295,352,315,y
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,496,280,504,298,b
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,774,295,786,314,H
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,759,298,775,314,A
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,397,11,410,34,E
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,627,70,640,89,y
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,468,182,479,204,B
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,481,185,492,203,C
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,430,188,445,207,double_colon
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,302,224,315,236,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,422,219,440,229,double_colon
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,463,209,471,229,b
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,452,208,463,230,b
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,507,230,527,245,a
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,459,254,484,270,equal
train/JPEGImages/Med_Ms_p0133_T_3_rgb_extracted.jpg,276,216,287,237,E
train/JPEGImages/Med_Ms_p0203_M_6_rgb_extracted.jpg,21,17,37,39,D
train/JPEGImages/Med_Ms_p0203_M_6_rgb_extracted.jpg,38,16,50,40,B
train/JPEGImages/Med_Ms_p0203_M_6_rgb_extracted.jpg,52,24,67,36,equal
train/JPEGImages/Med_Ms_p0203_M_6_rgb_extracted.jpg,69,17,90,39,Z
train/JPEGImages/Med_Ms_p0209_M_7_rgb_extracted.jpg,5,4,26,26,A
train/JPEGImages/Med_Ms_p0209_M_7_rgb_extracted.jpg,28,6,43,23,D
train/JPEGImages/Med_Ms_p0209_M_7_rgb_extracted.jpg,44,12,57,23,equal
train/JPEGImages/Med_Ms_p0209_M_7_rgb_extracted.jpg,60,10,74,22,a
train/JPEGImages/Med_Ms_p0209_M_7_rgb_extracted.jpg,5,27,22,46,A
train/JPEGImages/Med_Ms_p0209_M_7_rgb_extracted.jpg,25,27,40,46,B
train/JPEGImages/Med_Ms_p0209_M_7_rgb_extracted.jpg,40,33,54,43,equal
